CD_REGIONAL,NM_REGIONAL,CD_MUNICIPIO,NM_MUNICIPIO,CD_ESCOLA,NM_ESCOLA,CD_ETAPA_AVALIADA,DC_ETAPA_AVALIADA,NM_DISCIPLINA,NU_ACERTO_24,NU_TOTAL_24,TX_ACERTO_24,ct_alto_24,ct_medio_24,ct_baixo_24,ct_muito_baixo_24,NU_ACERTO_25,NU_TOTAL_25,TX_ACERTO_25,ct_alto_25,ct_medio_25,ct_baixo_25,ct_muito_baixo_25
27,SRE CARAPINA,3205002,SERRA,32037163,EEEFM FRANCISCO NASCIMENTO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1537.0,2220.0,69.23423423423424,36,61,13,1,1531.0,2260.0,67.7433628318584,22,78,13,0
27,SRE CARAPINA,3205002,SERRA,32037163,EEEFM FRANCISCO NASCIMENTO,26,ENSINO MEDIO - 2ª SERIE,Matemática,1173.0,2200.0,53.31818181818182,23,31,37,19,1417.0,2340.0,60.55555555555556,33,46,29,9
27,SRE CARAPINA,3205002,SERRA,32037180,EEEFM JACARAIPE,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,3284.0,6440.0,50.993788819875775,15,137,136,34,2775.0,4920.0,56.40243902439025,28,135,59,24
27,SRE CARAPINA,3205002,SERRA,32037180,EEEFM JACARAIPE,26,ENSINO MEDIO - 2ª SERIE,Matemática,1749.0,6200.0,28.20967741935484,1,31,101,177,2500.0,5220.0,47.89272030651341,51,45,105,60
27,SRE CARAPINA,3205002,SERRA,32037260,EEEFM SILVIO EGITO SOBRINHO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1885.0,3620.0,52.07182320441989,9,87,73,12,2092.0,3900.0,53.64102564102564,12,95,74,14
27,SRE CARAPINA,3205002,SERRA,32037260,EEEFM SILVIO EGITO SOBRINHO,26,ENSINO MEDIO - 2ª SERIE,Matemática,887.0,3540.0,25.05649717514124,1,7,60,109,1543.0,4080.0,37.8186274509804,6,35,104,59
27,SRE CARAPINA,3205002,SERRA,32037350,EEEFM LARANJEIRAS,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,323.0,660.0,48.93939393939394,1,13,17,2,365.0,760.0,48.026315789473685,0,14,23,1
27,SRE CARAPINA,3205002,SERRA,32037350,EEEFM LARANJEIRAS,26,ENSINO MEDIO - 2ª SERIE,Matemática,171.0,660.0,25.90909090909091,0,1,15,17,295.0,980.0,30.10204081632653,0,4,23,22
27,SRE CARAPINA,3205002,SERRA,32037368,EEEFM ARISTOBULO BARBOSA LEAO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,5731.0,9520.0,60.19957983193277,65,263,136,12,4620.0,8420.0,54.86935866983373,41,191,162,27
27,SRE CARAPINA,3205002,SERRA,32037368,EEEFM ARISTOBULO BARBOSA LEAO,26,ENSINO MEDIO - 2ª SERIE,Matemática,2849.0,8500.0,33.51764705882353,8,54,184,179,3363.0,8460.0,39.751773049645394,23,75,201,124
27,SRE CARAPINA,3205002,SERRA,32065264,EEEFM FRANCISCA PEIXOTO MIGUEL,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,2267.0,3840.0,59.036458333333336,23,108,56,5,2136.0,4040.0,52.87128712871287,13,98,73,18
27,SRE CARAPINA,3205002,SERRA,32065264,EEEFM FRANCISCA PEIXOTO MIGUEL,26,ENSINO MEDIO - 2ª SERIE,Matemática,1279.0,3760.0,34.015957446808514,2,18,99,69,1565.0,4220.0,37.08530805687204,3,32,112,64
27,SRE CARAPINA,3205002,SERRA,32065370,EEEFM PROF MARIA OLINDA DE OLIVEIRA MENEZES,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1441.0,2400.0,60.04166666666666,16,75,21,8,1008.0,1900.0,53.05263157894737,10,39,33,13
27,SRE CARAPINA,3205002,SERRA,32065370,EEEFM PROF MARIA OLINDA DE OLIVEIRA MENEZES,26,ENSINO MEDIO - 2ª SERIE,Matemática,1171.0,2340.0,50.042735042735046,17,34,40,26,788.0,2140.0,36.822429906542055,1,23,44,39
27,SRE CARAPINA,3205002,SERRA,32066333,EEEFM ZUMBI DOS PALMARES - SERRA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1778.0,3240.0,54.876543209876544,18,75,51,18,1334.0,2460.0,54.22764227642276,10,57,49,7
27,SRE CARAPINA,3205002,SERRA,32066333,EEEFM ZUMBI DOS PALMARES - SERRA,26,ENSINO MEDIO - 2ª SERIE,Matemática,1390.0,3280.0,42.3780487804878,16,38,57,53,1175.0,2540.0,46.25984251968504,13,33,51,30
27,SRE CARAPINA,3205002,SERRA,32074425,EEEFM ANTONIO JOSE PEIXOTO MIGUEL,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,2989.0,5280.0,56.60984848484848,32,124,92,16,2553.0,4960.0,51.471774193548384,13,108,105,22
27,SRE CARAPINA,3205002,SERRA,32074425,EEEFM ANTONIO JOSE PEIXOTO MIGUEL,26,ENSINO MEDIO - 2ª SERIE,Matemática,1722.0,5120.0,33.6328125,14,30,83,129,1918.0,5040.0,38.05555555555556,8,30,143,71
27,SRE CARAPINA,3205002,SERRA,32081618,CEEFMTI JOAQUIM BEATO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,167.0,360.0,46.388888888888886,0,7,8,3,708.0,1160.0,61.03448275862069,5,38,13,2
27,SRE CARAPINA,3205002,SERRA,32081618,CEEFMTI JOAQUIM BEATO,26,ENSINO MEDIO - 2ª SERIE,Matemática,71.0,360.0,19.72222222222222,0,0,5,13,586.0,1180.0,49.66101694915254,2,26,25,6
27,SRE CARAPINA,3205002,SERRA,32082223,CEEFMTI DR GETUNILDO PIMENTEL,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,300.0,580.0,51.72413793103448,2,13,11,3,410.0,660.0,62.121212121212125,6,17,10,0
27,SRE CARAPINA,3205002,SERRA,32082223,CEEFMTI DR GETUNILDO PIMENTEL,26,ENSINO MEDIO - 2ª SERIE,Matemática,148.0,580.0,25.517241379310345,0,1,10,18,325.0,680.0,47.794117647058826,2,12,13,7
27,SRE CARAPINA,3205002,SERRA,32134010,EEEFM VILA NOVA DE COLARES,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1583.0,2860.0,55.34965034965035,8,77,50,8,1390.0,2940.0,47.27891156462585,6,54,67,20
27,SRE CARAPINA,3205002,SERRA,32134010,EEEFM VILA NOVA DE COLARES,26,ENSINO MEDIO - 2ª SERIE,Matemática,774.0,2720.0,28.455882352941178,3,9,44,80,928.0,2980.0,31.14093959731544,1,15,61,72
27,SRE CARAPINA,3205309,VITORIA,32040067,EEEM COLEGIO ESTADUAL DO ESPIRITO SANTO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,6342.0,11020.0,57.54990925589836,57,292,175,27,5590.0,9900.0,56.464646464646464,42,254,178,21
27,SRE CARAPINA,3205309,VITORIA,32040067,EEEM COLEGIO ESTADUAL DO ESPIRITO SANTO,26,ENSINO MEDIO - 2ª SERIE,Matemática,3329.0,10820.0,30.76709796672828,5,49,230,257,4250.0,10180.0,41.74852652259332,20,120,244,125
27,SRE CARAPINA,3205309,VITORIA,32040288,EEEM GOMES CARDIM,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,644.0,1340.0,48.059701492537314,7,21,27,12,309.0,620.0,49.83870967741935,3,9,14,5
27,SRE CARAPINA,3205309,VITORIA,32040288,EEEM GOMES CARDIM,26,ENSINO MEDIO - 2ª SERIE,Matemática,291.0,1380.0,21.08695652173913,1,0,9,59,219.0,700.0,31.285714285714285,0,3,16,16
27,SRE CARAPINA,3205309,VITORIA,32040334,EEEFM IRMA MARIA HORTA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,3962.0,6880.0,57.58720930232558,24,214,81,25,2944.0,5540.0,53.14079422382672,28,125,82,42
27,SRE CARAPINA,3205309,VITORIA,32040334,EEEFM IRMA MARIA HORTA,26,ENSINO MEDIO - 2ª SERIE,Matemática,2202.0,6640.0,33.16265060240964,7,38,145,142,2360.0,5560.0,42.44604316546763,18,64,119,77
27,SRE CARAPINA,3205309,VITORIA,32040695,EEEFM AFLORDIZIO CARVALHO DA SILVA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1194.0,2360.0,50.59322033898305,8,53,35,22,1086.0,2460.0,44.14634146341464,5,42,48,28
27,SRE CARAPINA,3205309,VITORIA,32040695,EEEFM AFLORDIZIO CARVALHO DA SILVA,26,ENSINO MEDIO - 2ª SERIE,Matemática,742.0,2320.0,31.98275862068965,2,18,40,56,815.0,2480.0,32.86290322580645,0,13,60,51
27,SRE CARAPINA,3205309,VITORIA,32040725,EEEFM MAJOR ALFREDO PEDRO RABAYOLLI,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1428.0,2820.0,50.63829787234042,8,61,52,20,2602.0,4320.0,60.23148148148148,58,86,48,24
27,SRE CARAPINA,3205309,VITORIA,32040725,EEEFM MAJOR ALFREDO PEDRO RABAYOLLI,26,ENSINO MEDIO - 2ª SERIE,Matemática,924.0,3780.0,24.444444444444443,0,6,68,115,2074.0,4340.0,47.78801843317972,27,58,91,41
27,SRE CARAPINA,3205309,VITORIA,32040733,EEEFM MARIA ORTIZ,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,3374.0,5540.0,60.90252707581227,40,164,64,9,3068.0,5100.0,60.15686274509804,35,142,63,15
27,SRE CARAPINA,3205309,VITORIA,32040733,EEEFM MARIA ORTIZ,26,ENSINO MEDIO - 2ª SERIE,Matemática,1876.0,5420.0,34.61254612546126,5,33,129,104,2067.0,5240.0,39.44656488549618,6,55,129,72
27,SRE CARAPINA,3205309,VITORIA,32040784,CEEMTI PROF FERNANDO DUARTE RABELO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,2401.0,4120.0,58.27669902912621,21,119,56,10,2985.0,5200.0,57.40384615384615,27,137,81,15
27,SRE CARAPINA,3205309,VITORIA,32040784,CEEMTI PROF FERNANDO DUARTE RABELO,26,ENSINO MEDIO - 2ª SERIE,Matemática,1493.0,4180.0,35.717703349282296,4,39,85,81,2294.0,5040.0,45.51587301587302,26,55,120,51
27,SRE CARAPINA,3205309,VITORIA,32041560,EEEFM ALMIRANTE BARROSO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,2460.0,4320.0,56.94444444444444,20,116,69,11,3374.0,5900.0,57.1864406779661,33,155,86,21
27,SRE CARAPINA,3205309,VITORIA,32041560,EEEFM ALMIRANTE BARROSO,26,ENSINO MEDIO - 2ª SERIE,Matemática,1349.0,3860.0,34.94818652849741,9,23,81,80,2731.0,6040.0,45.21523178807947,22,82,139,59
27,SRE CARAPINA,3205309,VITORIA,32041640,EEEM ARNULPHO MATTOS,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,4754.0,7320.0,64.94535519125684,70,237,53,6,5312.0,8780.0,60.50113895216401,45,275,109,10
27,SRE CARAPINA,3205309,VITORIA,32041640,EEEM ARNULPHO MATTOS,26,ENSINO MEDIO - 2ª SERIE,Matemática,2866.0,6800.0,42.14705882352941,16,76,165,83,4616.0,8900.0,51.86516853932584,45,157,204,39
27,SRE CARAPINA,3205309,VITORIA,32063199,EEEFM ELZA LEMOS ANDREATTA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,2667.0,5200.0,51.28846153846154,13,121,98,28,2259.0,4720.0,47.86016949152543,9,97,97,33
27,SRE CARAPINA,3205309,VITORIA,32063199,EEEFM ELZA LEMOS ANDREATTA,26,ENSINO MEDIO - 2ª SERIE,Matemática,1344.0,5200.0,25.846153846153847,1,5,100,154,1763.0,5040.0,34.98015873015873,3,33,128,88
27,SRE CARAPINA,3205309,VITORIA,32079338,EEEM PROF RENATO JOSE DA COSTA PACHECO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,5617.0,8260.0,68.00242130750605,100,270,40,3,3941.0,6340.0,62.1608832807571,42,196,68,11
27,SRE CARAPINA,3205309,VITORIA,32079338,EEEM PROF RENATO JOSE DA COSTA PACHECO,26,ENSINO MEDIO - 2ª SERIE,Matemática,2896.0,6020.0,48.1063122923588,36,88,119,58,3002.0,6540.0,45.90214067278288,26,79,158,64
27,SRE CARAPINA,3205309,VITORIA,32081391,CEEFMTI SAO PEDRO DR AGESANDRO DA COSTA PEREIRA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,345.0,660.0,52.27272727272727,1,17,11,4,178.0,340.0,52.35294117647059,0,9,7,1
27,SRE CARAPINA,3205309,VITORIA,32081391,CEEFMTI SAO PEDRO DR AGESANDRO DA COSTA PEREIRA,26,ENSINO MEDIO - 2ª SERIE,Matemática,186.0,700.0,26.571428571428573,1,1,16,17,151.0,380.0,39.73684210526316,1,4,8,6
28,SRE VILA VELHA,3200300,ALFREDO CHAVES,32041756,EEEFM CAMILA MOTTA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,984.0,1600.0,61.5,9,50,18,3,908.0,1500.0,60.53333333333333,5,49,19,2
28,SRE VILA VELHA,3200300,ALFREDO CHAVES,32041756,EEEFM CAMILA MOTTA,26,ENSINO MEDIO - 2ª SERIE,Matemática,555.0,1020.0,54.41176470588236,4,27,11,9,884.0,1500.0,58.93333333333333,14,35,18,8
28,SRE VILA VELHA,3200409,ANCHIETA,32042647,EEEFM CORONEL GOMES DE OLIVEIRA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1748.0,3320.0,52.65060240963855,8,78,68,12,1305.0,2320.0,56.25,12,62,32,10
28,SRE VILA VELHA,3200409,ANCHIETA,32042647,EEEFM CORONEL GOMES DE OLIVEIRA,26,ENSINO MEDIO - 2ª SERIE,Matemática,957.0,3240.0,29.53703703703704,1,13,58,90,1166.0,2360.0,49.40677966101695,6,40,60,12
28,SRE VILA VELHA,3200409,ANCHIETA,32082231,CEEMTI PAULO FREIRE,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,2923.0,4380.0,66.7351598173516,42,152,22,3,3212.0,4640.0,69.22413793103448,71,134,21,6
28,SRE VILA VELHA,3200409,ANCHIETA,32082231,CEEMTI PAULO FREIRE,26,ENSINO MEDIO - 2ª SERIE,Matemática,2065.0,3540.0,58.333333333333336,48,60,40,29,3216.0,4780.0,67.28033472803347,91,93,50,5
28,SRE VILA VELHA,3202405,GUARAPARI,32043490,EEEFM ANGELICA PAIXAO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1316.0,2600.0,50.61538461538461,7,59,46,18,2993.0,5320.0,56.2593984962406,21,150,78,17
28,SRE VILA VELHA,3202405,GUARAPARI,32043490,EEEFM ANGELICA PAIXAO,26,ENSINO MEDIO - 2ª SERIE,Matemática,706.0,2500.0,28.24,4,9,43,69,2397.0,5540.0,43.26714801444043,17,67,125,68
28,SRE VILA VELHA,3202405,GUARAPARI,32043554,EEEFM MANOEL ROZINDO DA SILVA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,605.0,960.0,63.020833333333336,7,32,9,0,474.0,800.0,59.25,7,18,14,1
28,SRE VILA VELHA,3202405,GUARAPARI,32043554,EEEFM MANOEL ROZINDO DA SILVA,26,ENSINO MEDIO - 2ª SERIE,Matemática,431.0,940.0,45.85106382978724,3,15,17,12,413.0,800.0,51.625,2,17,18,3
28,SRE VILA VELHA,3202405,GUARAPARI,32043651,EEEFM ZENOBIA LEAO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1318.0,2120.0,62.16981132075472,21,60,23,2,948.0,1740.0,54.48275862068966,5,49,23,10
28,SRE VILA VELHA,3202405,GUARAPARI,32043651,EEEFM ZENOBIA LEAO,26,ENSINO MEDIO - 2ª SERIE,Matemática,704.0,2140.0,32.89719626168224,1,12,49,45,920.0,2140.0,42.99065420560748,4,28,54,21
28,SRE VILA VELHA,3202405,GUARAPARI,32043660,EEEFM ZULEIMA FORTES FARIA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1973.0,3160.0,62.436708860759495,17,105,36,0,1856.0,3300.0,56.24242424242424,14,93,44,14
28,SRE VILA VELHA,3202405,GUARAPARI,32043660,EEEFM ZULEIMA FORTES FARIA,26,ENSINO MEDIO - 2ª SERIE,Matemática,1281.0,3280.0,39.05487804878049,13,29,62,60,1648.0,3460.0,47.630057803468205,10,55,81,27
28,SRE VILA VELHA,3202405,GUARAPARI,32043686,EEEM DOUTOR SILVA MELLO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,5220.0,8420.0,61.99524940617577,58,254,103,6,3082.0,5240.0,58.81679389312977,24,160,63,15
28,SRE VILA VELHA,3202405,GUARAPARI,32043686,EEEM DOUTOR SILVA MELLO,26,ENSINO MEDIO - 2ª SERIE,Matemática,2899.0,8240.0,35.182038834951456,16,64,152,180,2350.0,5380.0,43.68029739776952,8,74,137,50
28,SRE VILA VELHA,3202405,GUARAPARI,32043694,EEEFM LYRA RIBEIRO SANTOS,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,437.0,760.0,57.5,5,19,9,5,686.0,1340.0,51.19402985074627,6,23,35,3
28,SRE VILA VELHA,3202405,GUARAPARI,32043694,EEEFM LYRA RIBEIRO SANTOS,26,ENSINO MEDIO - 2ª SERIE,Matemática,292.0,800.0,36.5,1,8,18,13,606.0,1380.0,43.91304347826087,3,18,33,15
28,SRE VILA VELHA,3202405,GUARAPARI,32043830,EEEM GUARAPARI,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1576.0,2420.0,65.12396694214875,28,69,23,1,2149.0,3440.0,62.47093023255814,22,113,35,2
28,SRE VILA VELHA,3202405,GUARAPARI,32043830,EEEM GUARAPARI,26,ENSINO MEDIO - 2ª SERIE,Matemática,867.0,2380.0,36.42857142857143,4,14,58,43,1604.0,3500.0,45.82857142857143,11,48,89,27
28,SRE VILA VELHA,3204203,PIUMA,32044747,EEEFM PROFESSORA FILOMENA QUITIBA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1281.0,2200.0,58.22727272727273,7,71,27,5,1641.0,2840.0,57.78169014084507,12,86,38,6
28,SRE VILA VELHA,3204203,PIUMA,32044747,EEEFM PROFESSORA FILOMENA QUITIBA,26,ENSINO MEDIO - 2ª SERIE,Matemática,693.0,1760.0,39.375,4,18,39,27,1408.0,3060.0,46.01307189542484,14,38,74,27
28,SRE VILA VELHA,3205200,VILA VELHA,32038461,EEEFM TERRA VERMELHA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,943.0,1920.0,49.114583333333336,1,42,42,11,1501.0,3300.0,45.48484848484848,3,59,73,30
28,SRE VILA VELHA,3205200,VILA VELHA,32038461,EEEFM TERRA VERMELHA,26,ENSINO MEDIO - 2ª SERIE,Matemática,482.0,2080.0,23.173076923076923,0,0,34,70,1279.0,3900.0,32.7948717948718,5,21,83,86
28,SRE VILA VELHA,3205200,VILA VELHA,32038488,EEEFM AGENOR DE SOUZA LE,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1680.0,2820.0,59.57446808510638,16,82,35,8,1823.0,3040.0,59.9671052631579,16,91,40,5
